date,state,admitted_covid
28-09-22,W.P. Labuan,0
28-09-22,W.P. Putrajaya,4
29-09-22,Johor,22
29-09-22,Kedah,19
29-09-22,Kelantan,14
29-09-22,Melaka,2
29-09-22,Negeri Sembilan,7
29-09-22,Pahang,6
29-09-22,Perak,28
29-09-22,Perlis,3
29-09-22,Pulau Pinang,14
29-09-22,Sabah,16
29-09-22,Sarawak,17
29-09-22,Selangor,42
29-09-22,Terengganu,4
29-09-22,W.P. Kuala Lumpur,8
29-09-22,W.P. Labuan,0
29-09-22,W.P. Putrajaya,3
30-09-22,Johor,25
30-09-22,Kedah,14
30-09-22,Kelantan,13
30-09-22,Melaka,3
30-09-22,Negeri Sembilan,4
30-09-22,Pahang,8
30-09-22,Perak,30
30-09-22,Perlis,4
30-09-22,Pulau Pinang,8
30-09-22,Sabah,9
30-09-22,Sarawak,12
30-09-22,Selangor,46
30-09-22,Terengganu,4
30-09-22,W.P. Kuala Lumpur,10
30-09-22,W.P. Labuan,0
30-09-22,W.P. Putrajaya,3
01-10-22,Johor,23
01-10-22,Kedah,17
01-10-22,Kelantan,8
01-10-22,Melaka,5
01-10-22,Negeri Sembilan,3
01-10-22,Pahang,7
01-10-22,Perak,17
01-10-22,Perlis,2
01-10-22,Pulau Pinang,11
01-10-22,Sabah,16
01-10-22,Sarawak,11
01-10-22,Selangor,42
01-10-22,Terengganu,4
01-10-22,W.P. Kuala Lumpur,12
01-10-22,W.P. Labuan,0
01-10-22,W.P. Putrajaya,4
02-10-22,Johor,14
02-10-22,Kedah,9
02-10-22,Kelantan,8
02-10-22,Melaka,4
02-10-22,Negeri Sembilan,2
02-10-22,Pahang,5
02-10-22,Perak,23
02-10-22,Perlis,2
02-10-22,Pulau Pinang,10
02-10-22,Sabah,13
02-10-22,Sarawak,9
02-10-22,Selangor,42
02-10-22,Terengganu,0
02-10-22,W.P. Kuala Lumpur,11
02-10-22,W.P. Labuan,1
02-10-22,W.P. Putrajaya,2
03-10-22,Johor,14
03-10-22,Kedah,18
03-10-22,Kelantan,12
03-10-22,Melaka,5
03-10-22,Negeri Sembilan,2
03-10-22,Pahang,4
03-10-22,Perak,20
03-10-22,Perlis,3
03-10-22,Pulau Pinang,7
03-10-22,Sabah,11
03-10-22,Sarawak,11
03-10-22,Selangor,36
03-10-22,Terengganu,2
03-10-22,W.P. Kuala Lumpur,17
03-10-22,W.P. Labuan,1
03-10-22,W.P. Putrajaya,2
04-10-22,Johor,19
04-10-22,Kedah,11
04-10-22,Kelantan,6
04-10-22,Melaka,5
04-10-22,Negeri Sembilan,5
04-10-22,Pahang,10
04-10-22,Perak,22
04-10-22,Perlis,2
04-10-22,Pulau Pinang,9
04-10-22,Sabah,23
04-10-22,Sarawak,14
04-10-22,Selangor,59
04-10-22,Terengganu,4
04-10-22,W.P. Kuala Lumpur,8
04-10-22,W.P. Labuan,1
04-10-22,W.P. Putrajaya,2
05-10-22,Johor,14
05-10-22,Kedah,19
05-10-22,Kelantan,8
05-10-22,Melaka,8
05-10-22,Negeri Sembilan,5
05-10-22,Pahang,7
05-10-22,Perak,15
05-10-22,Perlis,7
05-10-22,Pulau Pinang,17
05-10-22,Sabah,14
05-10-22,Sarawak,17
05-10-22,Selangor,60
05-10-22,Terengganu,8
05-10-22,W.P. Kuala Lumpur,13
05-10-22,W.P. Labuan,0
05-10-22,W.P. Putrajaya,2
06-10-22,Johor,26
06-10-22,Kedah,16
06-10-22,Kelantan,11
06-10-22,Melaka,10
06-10-22,Negeri Sembilan,5
06-10-22,Pahang,5
06-10-22,Perak,21
06-10-22,Perlis,4
06-10-22,Pulau Pinang,14
06-10-22,Sabah,14
06-10-22,Sarawak,7
06-10-22,Selangor,48
06-10-22,Terengganu,5
06-10-22,W.P. Kuala Lumpur,18
06-10-22,W.P. Labuan,0
06-10-22,W.P. Putrajaya,3
07-10-22,Johor,24
07-10-22,Kedah,10
07-10-22,Kelantan,10
07-10-22,Melaka,6
07-10-22,Negeri Sembilan,9
07-10-22,Pahang,5
07-10-22,Perak,24
07-10-22,Perlis,2
07-10-22,Pulau Pinang,16
07-10-22,Sabah,19
07-10-22,Sarawak,9
07-10-22,Selangor,51
07-10-22,Terengganu,3
07-10-22,W.P. Kuala Lumpur,8
07-10-22,W.P. Labuan,1
07-10-22,W.P. Putrajaya,0
08-10-22,Johor,17
08-10-22,Kedah,21
08-10-22,Kelantan,5
08-10-22,Melaka,7
08-10-22,Negeri Sembilan,2
08-10-22,Pahang,3
08-10-22,Perak,22
08-10-22,Perlis,3
08-10-22,Pulau Pinang,6
08-10-22,Sabah,21
08-10-22,Sarawak,14
08-10-22,Selangor,49
08-10-22,Terengganu,3
08-10-22,W.P. Kuala Lumpur,10
08-10-22,W.P. Labuan,0
08-10-22,W.P. Putrajaya,4
09-10-22,Johor,17
09-10-22,Kedah,13
09-10-22,Kelantan,9
09-10-22,Melaka,3
09-10-22,Negeri Sembilan,3
09-10-22,Pahang,8
09-10-22,Perak,16
09-10-22,Perlis,0
09-10-22,Pulau Pinang,3
09-10-22,Sabah,9
09-10-22,Sarawak,7
09-10-22,Selangor,47
09-10-22,Terengganu,4
09-10-22,W.P. Kuala Lumpur,13
09-10-22,W.P. Labuan,0
09-10-22,W.P. Putrajaya,1
10-10-22,Johor,31
10-10-22,Kedah,12
10-10-22,Kelantan,6
10-10-22,Melaka,3
10-10-22,Negeri Sembilan,6
10-10-22,Pahang,7
10-10-22,Perak,22
10-10-22,Perlis,1
10-10-22,Pulau Pinang,6
10-10-22,Sabah,9
10-10-22,Sarawak,9
10-10-22,Selangor,42
10-10-22,Terengganu,5
10-10-22,W.P. Kuala Lumpur,6
10-10-22,W.P. Labuan,0
10-10-22,W.P. Putrajaya,1
11-10-22,Johor,38
11-10-22,Kedah,19
11-10-22,Kelantan,7
11-10-22,Melaka,3
11-10-22,Negeri Sembilan,0
11-10-22,Pahang,11
11-10-22,Perak,18
11-10-22,Perlis,1
11-10-22,Pulau Pinang,4
11-10-22,Sabah,14
11-10-22,Sarawak,11
11-10-22,Selangor,27
11-10-22,Terengganu,7
11-10-22,W.P. Kuala Lumpur,16
11-10-22,W.P. Labuan,0
11-10-22,W.P. Putrajaya,6
12-10-22,Johor,33
12-10-22,Kedah,17
12-10-22,Kelantan,8
12-10-22,Melaka,4
12-10-22,Negeri Sembilan,3
12-10-22,Pahang,12
12-10-22,Perak,26
12-10-22,Perlis,4
12-10-22,Pulau Pinang,16
12-10-22,Sabah,9
12-10-22,Sarawak,9
12-10-22,Selangor,61
12-10-22,Terengganu,6
12-10-22,W.P. Kuala Lumpur,15
12-10-22,W.P. Labuan,0
12-10-22,W.P. Putrajaya,5
13-10-22,Johor,33
13-10-22,Kedah,19
13-10-22,Kelantan,5
13-10-22,Melaka,11
13-10-22,Negeri Sembilan,3
13-10-22,Pahang,14
13-10-22,Perak,25
13-10-22,Perlis,3
13-10-22,Pulau Pinang,9
13-10-22,Sabah,16
13-10-22,Sarawak,10
13-10-22,Selangor,48
13-10-22,Terengganu,5
13-10-22,W.P. Kuala Lumpur,10
13-10-22,W.P. Labuan,0
13-10-22,W.P. Putrajaya,6
14-10-22,Johor,35
14-10-22,Kedah,14
14-10-22,Kelantan,12
14-10-22,Melaka,12
14-10-22,Negeri Sembilan,6
14-10-22,Pahang,7
14-10-22,Perak,28
14-10-22,Perlis,1
14-10-22,Pulau Pinang,15
14-10-22,Sabah,19
14-10-22,Sarawak,10
14-10-22,Selangor,56
14-10-22,Terengganu,7
14-10-22,W.P. Kuala Lumpur,13
14-10-22,W.P. Labuan,1
14-10-22,W.P. Putrajaya,3
15-10-22,Johor,26
15-10-22,Kedah,14
15-10-22,Kelantan,2
15-10-22,Melaka,5
15-10-22,Negeri Sembilan,10
15-10-22,Pahang,5
15-10-22,Perak,14
15-10-22,Perlis,3
15-10-22,Pulau Pinang,6
15-10-22,Sabah,24
15-10-22,Sarawak,15
15-10-22,Selangor,52
15-10-22,Terengganu,0
15-10-22,W.P. Kuala Lumpur,19
15-10-22,W.P. Labuan,0
15-10-22,W.P. Putrajaya,3
16-10-22,Johor,29
16-10-22,Kedah,15
16-10-22,Kelantan,22
16-10-22,Melaka,7
16-10-22,Negeri Sembilan,4
16-10-22,Pahang,10
16-10-22,Perak,23
16-10-22,Perlis,1
16-10-22,Pulau Pinang,15
16-10-22,Sabah,26
16-10-22,Sarawak,6
16-10-22,Selangor,36
16-10-22,Terengganu,7
16-10-22,W.P. Kuala Lumpur,13
16-10-22,W.P. Labuan,0
16-10-22,W.P. Putrajaya,2
17-10-22,Johor,26
17-10-22,Kedah,9
17-10-22,Kelantan,9
17-10-22,Melaka,7
17-10-22,Negeri Sembilan,5
17-10-22,Pahang,8
17-10-22,Perak,22
17-10-22,Perlis,4
17-10-22,Pulau Pinang,7
17-10-22,Sabah,12
17-10-22,Sarawak,8
17-10-22,Selangor,48
17-10-22,Terengganu,7
17-10-22,W.P. Kuala Lumpur,12
17-10-22,W.P. Labuan,0
17-10-22,W.P. Putrajaya,6
18-10-22,Johor,23
18-10-22,Kedah,22
18-10-22,Kelantan,13
18-10-22,Melaka,6
18-10-22,Negeri Sembilan,7
18-10-22,Pahang,13
18-10-22,Perak,30
18-10-22,Perlis,3
18-10-22,Pulau Pinang,11
18-10-22,Sabah,14
18-10-22,Sarawak,7
18-10-22,Selangor,53
18-10-22,Terengganu,5
18-10-22,W.P. Kuala Lumpur,18
18-10-22,W.P. Labuan,0
18-10-22,W.P. Putrajaya,4
19-10-22,Johor,34
19-10-22,Kedah,14
19-10-22,Kelantan,12
19-10-22,Melaka,8
19-10-22,Negeri Sembilan,8
19-10-22,Pahang,13
19-10-22,Perak,28
19-10-22,Perlis,1
19-10-22,Pulau Pinang,17
19-10-22,Sabah,16
19-10-22,Sarawak,6
19-10-22,Selangor,63
19-10-22,Terengganu,12
19-10-22,W.P. Kuala Lumpur,20
19-10-22,W.P. Labuan,0
19-10-22,W.P. Putrajaya,7
20-10-22,Johor,31
20-10-22,Kedah,25
20-10-22,Kelantan,13
20-10-22,Melaka,7
20-10-22,Negeri Sembilan,17
20-10-22,Pahang,9
20-10-22,Perak,27
20-10-22,Perlis,4
20-10-22,Pulau Pinang,17
20-10-22,Sabah,15
20-10-22,Sarawak,4
20-10-22,Selangor,67
20-10-22,Terengganu,3
20-10-22,W.P. Kuala Lumpur,8
20-10-22,W.P. Labuan,0
20-10-22,W.P. Putrajaya,6
21-10-22,Johor,44
21-10-22,Kedah,22
21-10-22,Kelantan,16
21-10-22,Melaka,9
21-10-22,Negeri Sembilan,8
21-10-22,Pahang,5
21-10-22,Perak,23
21-10-22,Perlis,3
21-10-22,Pulau Pinang,13
21-10-22,Sabah,23
21-10-22,Sarawak,7
21-10-22,Selangor,54
21-10-22,Terengganu,4
21-10-22,W.P. Kuala Lumpur,10
21-10-22,W.P. Labuan,0
21-10-22,W.P. Putrajaya,4
22-10-22,Johor,30
22-10-22,Kedah,10
22-10-22,Kelantan,10
22-10-22,Melaka,10
22-10-22,Negeri Sembilan,13
22-10-22,Pahang,2
22-10-22,Perak,18
22-10-22,Perlis,2
22-10-22,Pulau Pinang,14
22-10-22,Sabah,13
22-10-22,Sarawak,15
22-10-22,Selangor,59
22-10-22,Terengganu,3
22-10-22,W.P. Kuala Lumpur,18
22-10-22,W.P. Labuan,0
22-10-22,W.P. Putrajaya,2
23-10-22,Johor,21
23-10-22,Kedah,19
23-10-22,Kelantan,8
23-10-22,Melaka,4
23-10-22,Negeri Sembilan,5
23-10-22,Pahang,7
23-10-22,Perak,20
23-10-22,Perlis,7
23-10-22,Pulau Pinang,14
23-10-22,Sabah,9
23-10-22,Sarawak,7
23-10-22,Selangor,70
23-10-22,Terengganu,5
23-10-22,W.P. Kuala Lumpur,11
23-10-22,W.P. Labuan,0
23-10-22,W.P. Putrajaya,2
24-10-22,Johor,29
24-10-22,Kedah,23
24-10-22,Kelantan,11
24-10-22,Melaka,4
24-10-22,Negeri Sembilan,6
24-10-22,Pahang,6
24-10-22,Perak,13
24-10-22,Perlis,3
24-10-22,Pulau Pinang,10
24-10-22,Sabah,13
24-10-22,Sarawak,8
24-10-22,Selangor,64
24-10-22,Terengganu,2
24-10-22,W.P. Kuala Lumpur,17
24-10-22,W.P. Labuan,0
24-10-22,W.P. Putrajaya,5
25-10-22,Johor,44
25-10-22,Kedah,14
25-10-22,Kelantan,11
25-10-22,Melaka,9
25-10-22,Negeri Sembilan,16
25-10-22,Pahang,10
25-10-22,Perak,23
25-10-22,Perlis,4
25-10-22,Pulau Pinang,8
25-10-22,Sabah,19
25-10-22,Sarawak,11
25-10-22,Selangor,76
25-10-22,Terengganu,8
25-10-22,W.P. Kuala Lumpur,22
25-10-22,W.P. Labuan,0
25-10-22,W.P. Putrajaya,5
26-10-22,Johor,38
26-10-22,Kedah,20
26-10-22,Kelantan,21
26-10-22,Melaka,5
26-10-22,Negeri Sembilan,11
26-10-22,Pahang,9
26-10-22,Perak,27
26-10-22,Perlis,4
26-10-22,Pulau Pinang,13
26-10-22,Sabah,11
26-10-22,Sarawak,6
26-10-22,Selangor,66
26-10-22,Terengganu,10
26-10-22,W.P. Kuala Lumpur,18
26-10-22,W.P. Labuan,0
26-10-22,W.P. Putrajaya,2
27-10-22,Johor,42
27-10-22,Kedah,22
27-10-22,Kelantan,14
27-10-22,Melaka,6
27-10-22,Negeri Sembilan,8
27-10-22,Pahang,13
27-10-22,Perak,37
27-10-22,Perlis,2
27-10-22,Pulau Pinang,18
27-10-22,Sabah,24
27-10-22,Sarawak,11
27-10-22,Selangor,73
27-10-22,Terengganu,5
27-10-22,W.P. Kuala Lumpur,27
27-10-22,W.P. Labuan,0
27-10-22,W.P. Putrajaya,10
28-10-22,Johor,40
28-10-22,Kedah,18
28-10-22,Kelantan,15
28-10-22,Melaka,7
28-10-22,Negeri Sembilan,21
28-10-22,Pahang,13
28-10-22,Perak,58
28-10-22,Perlis,0
28-10-22,Pulau Pinang,29
28-10-22,Sabah,22
28-10-22,Sarawak,10
28-10-22,Selangor,90
28-10-22,Terengganu,7
28-10-22,W.P. Kuala Lumpur,12
28-10-22,W.P. Labuan,2
28-10-22,W.P. Putrajaya,5
29-10-22,Johor,41
29-10-22,Kedah,15
29-10-22,Kelantan,16
29-10-22,Melaka,3
29-10-22,Negeri Sembilan,17
29-10-22,Pahang,14
29-10-22,Perak,31
29-10-22,Perlis,3
29-10-22,Pulau Pinang,26
29-10-22,Sabah,23
29-10-22,Sarawak,14
29-10-22,Selangor,84
29-10-22,Terengganu,10
29-10-22,W.P. Kuala Lumpur,27
29-10-22,W.P. Labuan,1
29-10-22,W.P. Putrajaya,9
30-10-22,Johor,55
30-10-22,Kedah,22
30-10-22,Kelantan,21
30-10-22,Melaka,6
30-10-22,Negeri Sembilan,4
30-10-22,Pahang,12
30-10-22,Perak,53
30-10-22,Perlis,2
30-10-22,Pulau Pinang,12
30-10-22,Sabah,23
30-10-22,Sarawak,9
30-10-22,Selangor,76
30-10-22,Terengganu,9
30-10-22,W.P. Kuala Lumpur,23
30-10-22,W.P. Labuan,0
30-10-22,W.P. Putrajaya,7
31-10-22,Johor,62
31-10-22,Kedah,23
31-10-22,Kelantan,20
31-10-22,Melaka,5
31-10-22,Negeri Sembilan,7
31-10-22,Pahang,7
31-10-22,Perak,26
31-10-22,Perlis,2
31-10-22,Pulau Pinang,18
31-10-22,Sabah,25
31-10-22,Sarawak,2
31-10-22,Selangor,84
31-10-22,Terengganu,5
31-10-22,W.P. Kuala Lumpur,27
31-10-22,W.P. Labuan,0
31-10-22,W.P. Putrajaya,11
01-11-22,Johor,39
01-11-22,Kedah,23
01-11-22,Kelantan,17
01-11-22,Melaka,10
01-11-22,Negeri Sembilan,21
01-11-22,Pahang,20
01-11-22,Perak,46
01-11-22,Perlis,3
01-11-22,Pulau Pinang,16
01-11-22,Sabah,31
01-11-22,Sarawak,9
01-11-22,Selangor,79
01-11-22,Terengganu,8
01-11-22,W.P. Kuala Lumpur,30
01-11-22,W.P. Labuan,0
01-11-22,W.P. Putrajaya,11
02-11-22,Johor,44
02-11-22,Kedah,27
02-11-22,Kelantan,22
02-11-22,Melaka,10
02-11-22,Negeri Sembilan,24
02-11-22,Pahang,14
02-11-22,Perak,63
02-11-22,Perlis,3
02-11-22,Pulau Pinang,17
02-11-22,Sabah,33
02-11-22,Sarawak,9
02-11-22,Selangor,88
02-11-22,Terengganu,12
02-11-22,W.P. Kuala Lumpur,34
02-11-22,W.P. Labuan,1
02-11-22,W.P. Putrajaya,13
03-11-22,Johor,60
03-11-22,Kedah,23
03-11-22,Kelantan,23
03-11-22,Melaka,11
03-11-22,Negeri Sembilan,18
03-11-22,Pahang,20
03-11-22,Perak,56
03-11-22,Perlis,2
03-11-22,Pulau Pinang,28
03-11-22,Sabah,28
03-11-22,Sarawak,12
03-11-22,Selangor,111
03-11-22,Terengganu,8
03-11-22,W.P. Kuala Lumpur,32
03-11-22,W.P. Labuan,0
03-11-22,W.P. Putrajaya,11
04-11-22,Johor,38
04-11-22,Kedah,20
04-11-22,Kelantan,17
04-11-22,Melaka,10
04-11-22,Negeri Sembilan,19
04-11-22,Pahang,15
04-11-22,Perak,59
04-11-22,Perlis,5
04-11-22,Pulau Pinang,25
04-11-22,Sabah,35
04-11-22,Sarawak,13
04-11-22,Selangor,110
04-11-22,Terengganu,13
04-11-22,W.P. Kuala Lumpur,30
04-11-22,W.P. Labuan,0
04-11-22,W.P. Putrajaya,16
05-11-22,Johor,41
05-11-22,Kedah,25
05-11-22,Kelantan,14
05-11-22,Melaka,13
05-11-22,Negeri Sembilan,15
05-11-22,Pahang,14
05-11-22,Perak,34
05-11-22,Perlis,2
05-11-22,Pulau Pinang,20
05-11-22,Sabah,41
05-11-22,Sarawak,11
05-11-22,Selangor,113
05-11-22,Terengganu,15
05-11-22,W.P. Kuala Lumpur,35
05-11-22,W.P. Labuan,0
05-11-22,W.P. Putrajaya,22
06-11-22,Johor,40
06-11-22,Kedah,19
06-11-22,Kelantan,18
06-11-22,Melaka,9
06-11-22,Negeri Sembilan,15
06-11-22,Pahang,9
06-11-22,Perak,51
06-11-22,Perlis,4
06-11-22,Pulau Pinang,10
06-11-22,Sabah,28
06-11-22,Sarawak,11
06-11-22,Selangor,112
06-11-22,Terengganu,9
06-11-22,W.P. Kuala Lumpur,24
06-11-22,W.P. Labuan,0
06-11-22,W.P. Putrajaya,13
07-11-22,Johor,44
07-11-22,Kedah,21
07-11-22,Kelantan,25
07-11-22,Melaka,13
07-11-22,Negeri Sembilan,11
07-11-22,Pahang,18
07-11-22,Perak,36
07-11-22,Perlis,2
07-11-22,Pulau Pinang,27
07-11-22,Sabah,41
07-11-22,Sarawak,15
07-11-22,Selangor,91
07-11-22,Terengganu,19
07-11-22,W.P. Kuala Lumpur,43
07-11-22,W.P. Labuan,0
07-11-22,W.P. Putrajaya,16
08-11-22,Johor,50
08-11-22,Kedah,29
08-11-22,Kelantan,29
08-11-22,Melaka,12
08-11-22,Negeri Sembilan,23
08-11-22,Pahang,21
08-11-22,Perak,49
08-11-22,Perlis,3
08-11-22,Pulau Pinang,13
08-11-22,Sabah,43
08-11-22,Sarawak,10
08-11-22,Selangor,102
08-11-22,Terengganu,17
08-11-22,W.P. Kuala Lumpur,27
08-11-22,W.P. Labuan,0
08-11-22,W.P. Putrajaya,13
09-11-22,Johor,67
09-11-22,Kedah,30
09-11-22,Kelantan,24
09-11-22,Melaka,15
09-11-22,Negeri Sembilan,13
09-11-22,Pahang,25
09-11-22,Perak,57
09-11-22,Perlis,5
09-11-22,Pulau Pinang,25
09-11-22,Sabah,58
09-11-22,Sarawak,12
09-11-22,Selangor,106
09-11-22,Terengganu,12
09-11-22,W.P. Kuala Lumpur,33
09-11-22,W.P. Labuan,0
09-11-22,W.P. Putrajaya,13
10-11-22,Johor,41
10-11-22,Kedah,31
10-11-22,Kelantan,25
10-11-22,Melaka,16
10-11-22,Negeri Sembilan,12
10-11-22,Pahang,15
10-11-22,Perak,92
10-11-22,Perlis,8
10-11-22,Pulau Pinang,13
10-11-22,Sabah,46
10-11-22,Sarawak,16
10-11-22,Selangor,130
10-11-22,Terengganu,13
10-11-22,W.P. Kuala Lumpur,32
10-11-22,W.P. Labuan,1
10-11-22,W.P. Putrajaya,13
11-11-22,Johor,56
11-11-22,Kedah,19
11-11-22,Kelantan,36
11-11-22,Melaka,23
11-11-22,Negeri Sembilan,18
11-11-22,Pahang,25
11-11-22,Perak,44
11-11-22,Perlis,4
11-11-22,Pulau Pinang,15
11-11-22,Sabah,60
11-11-22,Sarawak,17
11-11-22,Selangor,127
11-11-22,Terengganu,12
11-11-22,W.P. Kuala Lumpur,51
11-11-22,W.P. Labuan,0
11-11-22,W.P. Putrajaya,14
12-11-22,Johor,45
12-11-22,Kedah,26
12-11-22,Kelantan,22
12-11-22,Melaka,9
12-11-22,Negeri Sembilan,12
12-11-22,Pahang,26
12-11-22,Perak,53
12-11-22,Perlis,1
12-11-22,Pulau Pinang,22
12-11-22,Sabah,45
12-11-22,Sarawak,19
12-11-22,Selangor,97
12-11-22,Terengganu,15
12-11-22,W.P. Kuala Lumpur,27
12-11-22,W.P. Labuan,3
12-11-22,W.P. Putrajaya,6
13-11-22,Johor,47
13-11-22,Kedah,24
13-11-22,Kelantan,19
13-11-22,Melaka,21
13-11-22,Negeri Sembilan,10
13-11-22,Pahang,22
13-11-22,Perak,56
13-11-22,Perlis,4
13-11-22,Pulau Pinang,25
13-11-22,Sabah,54
13-11-22,Sarawak,17
13-11-22,Selangor,103
13-11-22,Terengganu,12
13-11-22,W.P. Kuala Lumpur,30
13-11-22,W.P. Labuan,0
13-11-22,W.P. Putrajaya,6
14-11-22,Johor,37
14-11-22,Kedah,27
14-11-22,Kelantan,19
14-11-22,Melaka,13
14-11-22,Negeri Sembilan,18
14-11-22,Pahang,24
14-11-22,Perak,42
14-11-22,Perlis,2
14-11-22,Pulau Pinang,23
14-11-22,Sabah,53
14-11-22,Sarawak,14
14-11-22,Selangor,107
14-11-22,Terengganu,22
14-11-22,W.P. Kuala Lumpur,25
14-11-22,W.P. Labuan,1
14-11-22,W.P. Putrajaya,6
15-11-22,Johor,47
15-11-22,Kedah,25
15-11-22,Kelantan,31
15-11-22,Melaka,15
15-11-22,Negeri Sembilan,25
15-11-22,Pahang,23
15-11-22,Perak,43
15-11-22,Perlis,4
15-11-22,Pulau Pinang,17
15-11-22,Sabah,65
15-11-22,Sarawak,22
15-11-22,Selangor,115
15-11-22,Terengganu,20
15-11-22,W.P. Kuala Lumpur,41
15-11-22,W.P. Labuan,1
15-11-22,W.P. Putrajaya,7
16-11-22,Johor,65
16-11-22,Kedah,32
16-11-22,Kelantan,36
16-11-22,Melaka,14
16-11-22,Negeri Sembilan,28
16-11-22,Pahang,41
16-11-22,Perak,73
16-11-22,Perlis,2
16-11-22,Pulau Pinang,27
16-11-22,Sabah,74
16-11-22,Sarawak,14
16-11-22,Selangor,121
16-11-22,Terengganu,26
16-11-22,W.P. Kuala Lumpur,34
16-11-22,W.P. Labuan,3
16-11-22,W.P. Putrajaya,11
17-11-22,Johor,60
17-11-22,Kedah,31
17-11-22,Kelantan,30
17-11-22,Melaka,12
17-11-22,Negeri Sembilan,23
17-11-22,Pahang,23
17-11-22,Perak,48
17-11-22,Perlis,9
17-11-22,Pulau Pinang,20
17-11-22,Sabah,48
17-11-22,Sarawak,21
17-11-22,Selangor,134
17-11-22,Terengganu,16
17-11-22,W.P. Kuala Lumpur,47
17-11-22,W.P. Labuan,3
17-11-22,W.P. Putrajaya,7
18-11-22,Johor,33
18-11-22,Kedah,31
18-11-22,Kelantan,33
18-11-22,Melaka,22
18-11-22,Negeri Sembilan,22
18-11-22,Pahang,19
18-11-22,Perak,77
18-11-22,Perlis,4
18-11-22,Pulau Pinang,26
18-11-22,Sabah,64
18-11-22,Sarawak,28
18-11-22,Selangor,128
18-11-22,Terengganu,22
18-11-22,W.P. Kuala Lumpur,29
18-11-22,W.P. Labuan,1
18-11-22,W.P. Putrajaya,19
19-11-22,Johor,40
19-11-22,Kedah,22
19-11-22,Kelantan,27
19-11-22,Melaka,19
19-11-22,Negeri Sembilan,13
19-11-22,Pahang,22
19-11-22,Perak,38
19-11-22,Perlis,3
19-11-22,Pulau Pinang,26
19-11-22,Sabah,44
19-11-22,Sarawak,21
19-11-22,Selangor,114
19-11-22,Terengganu,9
19-11-22,W.P. Kuala Lumpur,38
19-11-22,W.P. Labuan,0
19-11-22,W.P. Putrajaya,12
20-11-22,Johor,28
20-11-22,Kedah,32
20-11-22,Kelantan,13
20-11-22,Melaka,18
20-11-22,Negeri Sembilan,22
20-11-22,Pahang,27
20-11-22,Perak,44
20-11-22,Perlis,4
20-11-22,Pulau Pinang,18
20-11-22,Sabah,40
20-11-22,Sarawak,29
20-11-22,Selangor,103
20-11-22,Terengganu,16
20-11-22,W.P. Kuala Lumpur,22
20-11-22,W.P. Labuan,4
20-11-22,W.P. Putrajaya,11
21-11-22,Johor,41
21-11-22,Kedah,34
21-11-22,Kelantan,34
21-11-22,Melaka,13
21-11-22,Negeri Sembilan,12
21-11-22,Pahang,24
21-11-22,Perak,49
21-11-22,Perlis,3
21-11-22,Pulau Pinang,26
21-11-22,Sabah,51
21-11-22,Sarawak,38
21-11-22,Selangor,119
21-11-22,Terengganu,21
21-11-22,W.P. Kuala Lumpur,35
21-11-22,W.P. Labuan,1
21-11-22,W.P. Putrajaya,10
22-11-22,Johor,43
22-11-22,Kedah,25
22-11-22,Kelantan,28
22-11-22,Melaka,17
22-11-22,Negeri Sembilan,10
22-11-22,Pahang,31
22-11-22,Perak,59
22-11-22,Perlis,2
22-11-22,Pulau Pinang,17
22-11-22,Sabah,68
22-11-22,Sarawak,31
22-11-22,Selangor,114
22-11-22,Terengganu,22
22-11-22,W.P. Kuala Lumpur,33
22-11-22,W.P. Labuan,2
22-11-22,W.P. Putrajaya,17
23-11-22,Johor,59
23-11-22,Kedah,41
23-11-22,Kelantan,43
23-11-22,Melaka,22
23-11-22,Negeri Sembilan,17
23-11-22,Pahang,32
23-11-22,Perak,63
23-11-22,Perlis,2
23-11-22,Pulau Pinang,20
23-11-22,Sabah,58
23-11-22,Sarawak,28
23-11-22,Selangor,134
23-11-22,Terengganu,24
23-11-22,W.P. Kuala Lumpur,23
23-11-22,W.P. Labuan,2
23-11-22,W.P. Putrajaya,11
24-11-22,Johor,39
24-11-22,Kedah,52
24-11-22,Kelantan,31
24-11-22,Melaka,28
24-11-22,Negeri Sembilan,19
24-11-22,Pahang,35
24-11-22,Perak,80
24-11-22,Perlis,4
24-11-22,Pulau Pinang,20
24-11-22,Sabah,58
24-11-22,Sarawak,29
24-11-22,Selangor,113
24-11-22,Terengganu,35
24-11-22,W.P. Kuala Lumpur,33
24-11-22,W.P. Labuan,1
24-11-22,W.P. Putrajaya,10
25-11-22,Johor,44
25-11-22,Kedah,33
25-11-22,Kelantan,34
25-11-22,Melaka,21
25-11-22,Negeri Sembilan,28
25-11-22,Pahang,21
25-11-22,Perak,61
25-11-22,Perlis,3
25-11-22,Pulau Pinang,19
25-11-22,Sabah,61
25-11-22,Sarawak,29
25-11-22,Selangor,129
25-11-22,Terengganu,17
25-11-22,W.P. Kuala Lumpur,28
25-11-22,W.P. Labuan,1
25-11-22,W.P. Putrajaya,10
26-11-22,Johor,50
26-11-22,Kedah,21
26-11-22,Kelantan,25
26-11-22,Melaka,18
26-11-22,Negeri Sembilan,18
26-11-22,Pahang,23
26-11-22,Perak,57
26-11-22,Perlis,3
26-11-22,Pulau Pinang,11
26-11-22,Sabah,50
26-11-22,Sarawak,36
26-11-22,Selangor,105
26-11-22,Terengganu,28
26-11-22,W.P. Kuala Lumpur,26
